,Channel1,Channel2,Channel3,Channel4
64,0,0.16,-0.16,-0.32
65,0.08,0.16,-0.08,-0.24
66,0,0.16,-0.16,-0.32
67,0.08,0.16,-0.08,-0.24
68,0,0.16,-0.16,-0.32
69,0.08,0.16,-0.08,3.92
70,0,0.16,-0.16,-0.32
71,0.08,0.16,-0.08,4
72,0,0.16,-0.16,3.92
73,0.08,0.16,-0.08,4
74,0,0.16,-0.16,3.92
75,0.08,0.16,-0.08,4
76,0,0.16,-0.16,3.92
77,0.08,0.16,-0.08,4
78,0,0.16,-0.16,3.92
79,0.16,0.16,-0.08,4
80,-0.08,0.16,-0.16,-1.84
81,0.08,0.16,-0.08,-0.24
82,0,0.16,-0.16,-0.32
83,0.08,0.16,-0.08,-0.24
84,0,0.16,-0.16,-0.32
85,0.08,0.16,-0.08,-0.24
86,0,0.16,-0.16,-0.32
87,0.08,0.16,-0.08,-0.24
88,0,0.16,-0.16,-0.32
89,0.08,0.16,-0.08,-0.24
90,0,0.16,-0.16,-0.32
91,0.08,0.16,-0.08,-0.24
92,0,0.16,-0.16,-0.32
93,0.08,0.16,-0.08,-0.24
94,0,0.16,-0.16,-0.32
95,0.08,0.16,-0.08,-0.24
96,0,0.16,-0.16,-0.32
97,0.08,0.16,-0.08,-0.24
98,0,0.16,-0.16,-0.32
99,0.08,0.16,-0.08,-0.24
100,0,0.16,-0.16,-0.32
101,0.08,0.16,-0.08,-0.24
102,0,0.16,-0.16,-0.32
103,0.08,0.16,-0.08,-0.24
104,0,0.16,-0.16,-0.32
105,0.08,0.16,-0.08,-0.24
106,0,0.16,-0.16,-0.32
107,0.08,0.16,-0.08,-0.24
108,0,0.16,-0.16,-0.32
109,0.08,0.16,-0.08,-0.24
110,0,0.16,-0.16,-0.32
111,0.08,0.16,-0.08,-0.24
112,0,0.16,-0.16,-0.32
113,0.08,0.16,-0.08,-0.24
114,0,0.16,-0.16,-0.32
115,0.08,0.16,-0.08,-0.24
116,0,0.16,-0.16,-0.32
117,0.08,0.16,-0.08,-0.24
118,0,0.16,-0.16,-0.32
119,0.08,0.16,-0.08,-0.24
120,0,0.16,-0.16,-0.32
121,0.08,0.16,-0.08,-0.24
122,0,0.16,-0.16,-0.32
123,0.08,0.16,-0.08,-0.24
124,0,0.16,-0.16,-0.32
125,0.08,0.16,-0.08,-0.24
126,0,0.16,-0.16,-0.32
127,0.08,0.16,-0.08,-0.24
128,0,0.16,-0.16,-0.32
129,0.08,0.16,-0.08,-0.24
130,0,0.16,-0.16,-0.32
131,0.08,0.16,-0.08,-0.24
132,0,0.16,-0.16,-0.32
133,0.08,0.16,-0.08,-0.24
134,0,0.16,-0.16,-0.32
135,0.08,0.16,-0.08,-0.24
136,0,0.16,-0.16,-0.32
137,0.08,0.16,-0.08,-0.24
138,0,0.16,-0.16,-0.32
139,0.08,0.16,-0.08,-0.24
140,0,0.16,-0.16,-0.32
141,0.08,0.16,-0.08,-0.24
142,0,0.16,-0.16,-0.32
143,0.08,0.16,-0.08,-0.24
144,0,0.16,-0.16,-0.32
145,0.08,0.16,-0.08,-0.24
146,0,0.16,-0.16,-0.32
147,0.08,0.16,-0.08,-0.24
148,0,0.16,-0.16,-0.32
149,0.08,0.16,-0.08,-0.24
150,0,0.16,-0.16,-0.32
151,0.08,0.16,-0.08,-0.24
152,0,0.16,-0.16,-0.32
153,0.08,0.16,-0.08,-0.24
154,0,0.16,-0.16,-0.32
155,0.08,0.16,-0.08,-0.24
156,0,0.16,-0.16,-0.32
157,0.08,0.16,-0.08,-0.24
158,0,0.16,-0.16,-0.32
159,0.08,0.16,-0.08,-0.24
160,0,0.16,-0.16,-0.32
161,0.08,0.16,-0.08,-0.24
162,0,0.16,-0.16,-0.32
163,0.08,0.16,-0.08,-0.24
164,0,0.16,-0.16,-0.32
165,0.08,0.16,-0.08,-0.24
166,0,0.16,-0.16,-0.32
167,0.08,0.16,-0.08,-0.24
168,0,0.16,-0.16,-0.32
169,0.08,0.16,-0.08,-0.24
170,0,0.16,-0.16,-0.32
171,0.08,0.16,-0.08,-0.24
172,0,0.16,-0.16,-0.32
173,0.08,0.16,-0.08,-0.24
174,0,0.16,-0.16,-0.32
175,0.08,0.16,-0.08,-0.24
176,0,0.16,-0.16,-0.32
177,0.08,0.16,-0.08,-0.24
178,0,0.16,-0.16,-0.32
179,0.08,0.16,-0.08,-0.24
180,0,0.16,-0.16,-0.32
181,0.08,0.16,-0.08,-0.24
182,0,0.16,-0.16,-0.32
183,0.08,0.16,-0.08,-0.24
184,0,0.16,-0.16,-0.32
185,0.08,0.16,-0.08,-0.24
186,0,0.16,-0.16,-0.32
187,0.08,0.16,-0.08,-0.24
188,0,0.16,-0.16,-0.32
189,0.08,0.16,-0.08,-0.24
190,0,0.16,-0.16,-0.32
191,0.08,0.16,-0.08,-0.24
192,0,0.16,-0.16,-0.32
193,0.08,0.16,-0.08,-0.24
194,0,0.16,-0.16,-0.32
195,0.08,0.16,-0.08,-0.24
196,0,0.16,-0.16,-0.32
197,0.08,0.16,-0.08,-0.24
198,0,0.16,-0.16,-0.32
199,0.08,0.16,-0.08,-0.24
200,0,0.16,-0.16,-0.32
201,0.08,0.16,-0.08,-0.24
202,0,0.16,-0.16,-0.32
203,0.08,0.16,-0.08,-0.24
204,0,0.16,-0.16,-0.32
205,0.08,0.16,-0.08,-0.24
206,0,0.16,-0.16,-0.32
207,0.08,0.16,-0.08,-0.24
208,0,0.16,-0.16,-0.32
209,0.08,0.16,-0.08,-0.24
210,0,0.16,-0.16,-0.32
211,0.08,0.16,-0.08,-0.24
212,0,0.16,-0.16,-0.32
213,0.08,0.16,-0.08,-0.24
214,0,0.16,-0.16,-0.32
215,0.08,0.16,-0.08,-0.24
216,0,0.16,-0.16,-0.32
217,0.08,0.16,-0.08,-0.24
218,0,0.16,-0.16,-0.32
219,0.08,0.16,-0.08,-0.24
220,0,0.16,-0.16,-0.32
221,0.08,0.16,-0.08,-0.24
222,0,0.16,-0.16,-0.32
223,0.08,0.16,-0.08,-0.24
224,0,0.16,-0.16,-0.32
225,0.08,0.16,-0.08,-0.24
226,0,0.16,-0.16,-0.32
227,0.08,0.16,-0.08,-0.24
228,0,0.16,-0.16,-0.32
229,0.08,0.16,-0.08,-0.24
230,0,0.16,-0.16,-0.32
231,0.08,0.16,-0.08,-0.24
232,0,0.16,-0.16,-0.32
233,0.08,0.16,-0.08,-0.24
234,0,0.16,-0.16,-0.32
235,0.08,0.16,-0.08,-0.24
236,0,0.16,-0.16,-0.32
237,0.08,0.16,-0.08,-0.24
238,0,0.16,-0.16,-0.32
239,0.08,0.16,-0.08,-0.24
240,0,0.16,-0.16,-0.32
241,0.08,0.16,-0.08,-0.24
242,0,0.16,-0.16,-0.32
243,0.08,0.16,-0.08,-0.24
244,0,0.16,-0.16,-0.32
245,0.08,0.16,-0.08,-0.24
246,0,0.16,-0.16,-0.32
247,0.08,0.16,-0.08,-0.24
248,0,0.16,-0.16,-0.32
249,0.08,0.16,-0.08,-0.24
250,0,0.16,-0.16,-0.32
251,0.08,0.16,-0.08,-0.24
252,0,0.16,-0.16,-0.32
253,0.08,0.16,-0.08,-0.24
254,0,0.16,-0.16,-0.32
255,0.08,0.16,-0.08,-0.24
256,0,0.16,-0.16,-0.32
257,0.08,0.16,-0.08,-0.24
258,0,0.16,-0.16,-0.32
259,0.08,0.16,-0.08,-0.24
260,0,0.16,-0.16,-0.32
261,0.08,0.16,-0.08,-0.24
262,0,0.16,-0.16,-0.32
263,0.08,0.16,-0.08,-0.24
264,0,0.16,-0.16,-0.32
265,0.08,0.16,-0.08,-0.24
266,0,0.16,-0.16,-0.32
267,0.08,0.16,-0.08,-0.24
268,0,0.16,-0.16,-0.32
269,0.08,0.16,-0.08,-0.24
270,0,0.16,-0.16,-0.32
271,0.08,0.16,-0.08,-0.24
272,0,0.16,-0.16,-0.32
273,0.08,0.16,-0.08,-0.24
274,0,0.16,-0.16,-0.32
275,0.08,0.16,-0.08,-0.24
276,0,0.16,-0.16,-0.32
277,0.08,0.16,-0.08,-0.24
278,0,0.16,-0.16,-0.32
279,0.08,0.16,-0.08,-0.24
280,0,0.16,-0.16,-0.32
281,0.08,0.16,-0.08,-0.24
282,0,0.16,-0.16,-0.32
283,0.08,0.16,-0.08,-0.24
284,0,0.16,-0.16,-0.32
285,0.08,0.16,-0.08,-0.24
286,0,0.16,-0.16,-0.32
287,0.08,0.16,-0.08,-0.24
288,0,0.16,-0.16,-0.32
289,0.08,0.16,-0.08,-0.24
290,0,0.16,-0.16,-0.32
291,0.08,0.16,-0.08,-0.24
292,0,0.16,-0.16,-0.32
293,0.08,0.16,-0.08,-0.24
294,0,0.16,-0.16,-0.32
295,0.08,0.16,-0.08,-0.24
296,0,0.16,-0.16,-0.32
297,0.08,0.16,-0.08,-0.24
298,0,0.16,-0.16,-0.32
299,0.08,0.16,-0.08,-0.24
300,0,0.16,-0.16,-0.32
301,0.08,0.16,-0.08,-0.24
302,0,0.16,-0.16,-0.32
303,0.08,0.16,-0.08,-0.24
304,0,0.16,-0.16,-0.32
305,0.08,0.16,-0.08,-0.24
306,0,0.16,-0.16,-0.32
307,0.08,0.16,-0.08,-0.24
308,0,0.16,-0.16,-0.32
309,0.08,0.16,-0.08,-0.24
310,0,0.16,-0.16,-0.32
311,0.08,0.16,-0.08,-0.24
312,0,0.16,-0.16,-0.32
313,0.08,0.16,-0.08,-0.24
314,0,0.16,-0.16,-0.32
315,0.08,0.16,-0.08,-0.24
316,0,0.16,-0.16,-0.32
317,0.08,0.16,-0.08,-0.24
318,0,0.16,-0.16,-0.32
319,0.08,0.16,-0.08,-0.24
320,0,0.16,-0.16,-0.32
321,0.08,0.16,-0.08,-0.24
322,0,0.16,-0.16,-0.32
323,0.08,0.16,-0.08,-0.24
324,0,0.16,-0.16,-0.32
325,0.08,0.16,-0.08,-0.24
326,0,0.16,-0.16,-0.32
327,0.08,0.16,-0.08,-0.24
328,0,0.16,-0.16,-0.32
329,0.08,0.16,-0.08,-0.24
330,0,0.16,-0.16,-0.32
331,0.08,0.16,-0.08,-0.24
332,0,0.16,-0.16,-0.32
333,0.08,0.16,-0.08,-0.24
334,0,0.16,-0.16,-0.32
335,0.08,0.16,-0.08,-0.24
336,0,0.16,-0.16,-0.32
337,0.08,0.16,-0.08,-0.24
338,0,0.16,-0.16,-0.32
339,0.08,0.16,-0.08,-0.24
340,0,0.16,-0.16,-0.32
341,0.08,0.16,-0.08,-0.24
342,0,0.16,-0.16,-0.32
343,0.08,0.16,-0.08,-0.24
344,0,0.16,-0.16,-0.32
345,0.08,0.16,-0.08,-0.24
346,0,0.16,-0.16,-0.32
347,0.08,0.16,-0.08,-0.24
348,0,0.16,-0.16,-0.32
349,0.08,0.16,-0.08,-0.24
350,0,0.16,-0.16,-0.32
351,0.08,0.16,-0.08,-0.24
352,0,0.16,-0.16,-0.32
353,0.08,0.16,-0.08,-0.24
354,0,0.16,-0.16,-0.32
355,0.08,0.16,-0.08,-0.24
356,0,0.16,-0.16,-0.32
357,0.08,0.16,-0.08,-0.24
358,0,0.16,-0.16,-0.32
359,0.08,0.16,-0.08,-0.24
360,0,0.16,-0.16,-0.32
361,0.08,0.16,-0.08,-0.24
362,0,0.16,-0.16,-0.32
363,0.08,0.16,-0.08,-0.24
364,0,0.16,-0.16,-0.32
365,0.08,0.16,-0.08,-0.24
366,0,0.16,-0.16,-0.32
367,0.08,0.16,-0.08,-0.24
368,0,0.16,-0.16,-0.32
369,0.08,0.16,-0.08,-0.24
370,0,0.16,-0.16,-0.32
371,0.08,0.16,-0.08,-0.24
372,0,0.16,-0.16,-0.32
373,0.08,0.16,-0.08,-0.24
374,0,0.16,-0.16,-0.32
375,0.08,0.16,-0.08,-0.24
376,0,0.16,-0.16,-0.32
377,0.08,0.16,-0.08,-0.24
378,0,0.16,-0.16,-0.32
379,0.08,0.16,-0.08,-0.24
380,0,0.16,-0.16,-0.32
381,0.08,0.16,-0.08,-0.24
382,0,0.16,-0.16,-0.32
383,0.08,0.16,-0.08,-0.24
384,0,0.16,-0.16,-0.32
385,0.08,0.16,-0.08,-0.24
386,0,0.16,-0.16,-0.32
387,0.08,0.16,-0.08,-0.24
388,0,0.16,-0.16,-0.32
389,0.08,0.16,-0.08,-0.24
390,0,0.16,-0.16,-0.32
391,0.08,0.16,-0.08,-0.24
392,0,0.16,-0.16,-0.32
393,0.08,0.16,-0.08,-0.24
394,0,0.16,-0.16,-0.32
395,0.08,0.16,-0.08,-0.24
396,0,0.16,-0.16,-0.32
397,0.08,0.16,-0.08,-0.24
398,0,0.16,-0.16,-0.32
399,0.08,0.16,-0.08,-0.24
400,0,0.16,-0.16,-0.32
401,0.08,0.16,-0.08,-0.24
402,0,0.16,-0.16,-0.32
403,0.08,0.16,-0.08,-0.24
404,0,0.16,-0.16,-0.32
405,0.08,0.16,-0.08,-0.24
406,0,0.16,-0.16,-0.32
407,0.08,0.16,-0.08,-0.24
408,0,0.16,-0.16,-0.32
409,0.08,0.16,-0.08,-0.24
410,0,0.16,-0.16,-0.32
411,0.08,0.16,-0.08,-0.24
412,0,0.16,-0.16,-0.32
413,0.08,0.16,-0.08,-0.24
414,0,0.16,-0.16,-0.32
415,0.08,0.16,-0.08,-0.24
416,0,0.16,-0.16,-0.32
417,0.08,0.16,-0.08,-0.24
418,0,0.16,-0.16,-0.32
419,0.08,0.16,-0.08,-0.24
420,0,0.16,-0.16,-0.32
421,0.08,0.16,-0.08,-0.24
422,0,0.16,-0.16,-0.32
423,0.08,0.16,-0.08,-0.24
424,0,0.16,-0.16,-0.32
425,0.08,0.16,-0.08,-0.24
426,0,0.16,-0.16,-0.32
427,0.08,0.16,-0.08,-0.24
428,0,0.16,-0.16,-0.32
429,0.08,0.16,-0.08,-0.24
430,0,0.16,-0.16,-0.32
431,0.08,0.16,-0.08,-0.24
432,0,0.16,-0.16,-0.32
433,0.08,0.16,-0.08,-0.24
434,0,0.16,-0.16,-0.32
435,0.08,0.16,-0.08,-0.24
436,0,0.16,-0.16,-0.32
437,0.08,0.16,-0.08,-0.24
438,0,0.16,-0.16,-0.32
439,0.08,0.16,-0.08,-0.24
440,0,0.16,-0.16,-0.32
441,0.08,0.16,-0.08,-0.24
442,0,0.16,-0.16,-0.32
443,0.08,0.16,-0.08,-0.24
444,0,0.16,-0.16,-0.32
445,0.08,0.16,-0.08,-0.24
446,0,0.16,-0.16,-0.32
447,0.08,0.16,-0.08,-0.24
448,0,0.16,-0.16,-0.32
449,0.08,0.16,-0.08,-0.24
450,0,0.16,-0.16,-0.32
451,0.08,0.16,-0.08,-0.24
452,0,0.16,-0.16,-0.32
453,0.08,0.16,-0.08,-0.24
454,0,0.16,-0.16,-0.32
455,0.08,0.16,-0.08,-0.24
456,0,0.16,-0.16,-0.32
457,0.08,0.16,-0.08,-0.24
458,0,0.16,-0.16,-0.32
459,0.08,0.16,-0.08,-0.24
460,0,0.16,-0.16,-0.32
461,0.08,0.16,-0.08,-0.24
462,0,0.16,-0.16,-0.32
463,0.08,0.16,-0.08,-0.24
464,0,0.16,-0.16,-0.32
465,0.08,0.16,-0.08,-0.24
466,0,0.16,-0.16,-0.32
467,0.08,0.16,-0.08,-0.24
468,0,0.16,-0.16,-0.32
469,0.08,0.16,-0.08,-0.24
470,0,0.16,-0.16,-0.32
471,0.08,0.16,-0.08,-0.24
472,0,0.16,-0.16,-0.32
473,0.08,0.16,-0.08,-0.24
474,0,0.16,-0.16,-0.32
475,0.08,0.16,-0.08,-0.24
476,0,0.16,-0.16,-0.32
477,0.08,0.16,-0.08,-0.24
478,0,0.16,-0.16,-0.32
479,0.08,0.16,-0.08,-0.24
480,0,0.16,-0.16,-0.32
481,0.08,0.16,-0.08,-0.24
482,0,0.16,-0.16,-0.32
483,0.08,0.16,-0.08,-0.24
484,0,0.16,-0.16,-0.32
485,0.08,0.16,-0.08,-0.24
486,0,0.16,-0.16,-0.32
487,0.08,0.16,-0.08,-0.24
488,0,0.16,-0.16,-0.32
489,0.08,0.16,-0.08,-0.24
490,0,0.16,-0.16,-0.32
491,0.08,0.16,-0.08,-0.24
492,0,0.16,-0.16,-0.32
493,4.24,0.16,-0.08,-0.24
494,0,0.16,-0.16,-0.32
495,4.24,0.16,-0.08,-0.24
496,4.16,0.16,-0.16,-0.32
497,4.32,0.16,-0.08,-0.24
498,4.24,0.16,-0.16,-0.32
499,4.32,0.16,-0.08,-0.24
500,4.24,0.16,-0.16,-0.32
501,4.32,0.16,-0.08,-0.24
502,4.24,0.16,-0.16,-0.32
503,4.32,0.16,-0.08,-0.16
504,-1.52,0.16,-0.16,-0.4
505,0.08,0.16,-0.08,-0.24
506,0,0.16,-0.16,-0.32
507,0.08,0.16,-0.08,-0.24
508,0,0.16,-0.16,-0.32
509,0.08,0.16,-0.08,-0.24
510,0,0.16,-0.16,-0.32
511,0.08,0.16,-0.08,-0.24
512,0,0.16,-0.16,-0.32
513,0.08,0.16,-0.08,-0.24
514,0,0.16,-0.16,-0.32
515,0.08,0.16,-0.08,-0.24
516,0,0.16,-0.16,-0.32
517,0.08,0.16,-0.08,-0.24
518,0,0.16,-0.16,-0.32
519,0.08,0.16,-0.08,-0.24
520,0,0.16,-0.16,-0.32
521,0.08,0.16,-0.08,-0.24
522,0,0.16,-0.16,-0.32
523,0.08,0.16,-0.08,-0.24
524,0,0.16,-0.16,-0.32
525,0.08,0.16,-0.08,-0.24
526,0,0.16,-0.16,-0.32
527,0.08,0.16,-0.08,-0.24
528,0,0.16,-0.16,-0.32
529,0.08,0.16,-0.08,-0.24
530,0,0.16,-0.16,-0.32
531,0.08,0.16,-0.08,-0.24
532,0,0.16,-0.16,-0.32
533,0.08,0.16,-0.08,-0.24
534,0,0.16,-0.16,-0.32
535,0.08,0.16,-0.08,-0.24
536,0,0.16,-0.16,-0.32
537,0.08,0.16,-0.08,-0.24
538,0,0.16,-0.16,-0.32
539,0.08,0.16,-0.08,-0.24
540,0,0.16,-0.16,-0.32
541,0.08,0.16,-0.08,-0.24
542,0,0.16,-0.16,-0.32
543,0.08,0.16,-0.08,-0.24
544,0,0.16,-0.16,-0.32
545,0.08,0.16,-0.08,-0.24
546,0,0.16,-0.16,-0.32
547,0.08,0.16,-0.08,-0.24
548,0,0.16,-0.16,-0.32
549,0.08,0.16,-0.08,-0.24
550,0,0.16,-0.16,-0.32
551,0.08,0.16,-0.08,-0.24
552,0,0.16,-0.16,-0.32
553,0.08,0.16,-0.08,-0.24
554,0,0.16,-0.16,-0.32
555,0.08,0.16,-0.08,-0.24
556,0,0.16,-0.16,-0.32
557,0.08,0.16,-0.08,-0.24
558,0,0.16,-0.16,-0.32
559,0.08,0.16,-0.08,-0.24
560,0,0.16,-0.16,-0.32
561,0.08,0.16,-0.08,-0.24
562,0,0.16,-0.16,-0.32
563,0.08,0.16,-0.08,-0.24
564,0,0.16,-0.16,-0.32
565,0.08,0.16,-0.08,-0.24
566,0,0.16,-0.16,-0.32
567,0.08,0.16,-0.08,-0.24
568,0,0.16,-0.16,-0.32
569,0.08,0.16,-0.08,-0.24
570,0,0.16,-0.16,-0.32
571,0.08,0.16,-0.08,-0.24
572,0,0.16,-0.16,-0.32
573,0.08,0.16,-0.08,-0.24
574,0,0.16,-0.16,-0.32
575,0.08,0.16,-0.08,-0.24
576,0,0.16,-0.16,-0.32
577,0.08,0.16,-0.08,-0.24
578,0,0.16,-0.16,-0.32
579,0.08,0.16,-0.08,-0.24
580,0,0.16,-0.16,-0.32
581,0.08,0.16,-0.08,-0.24
582,0,0.16,-0.16,-0.32
583,0.08,0.16,-0.08,-0.24
584,0,0.16,-0.16,-0.32
585,0.08,0.16,-0.08,-0.24
586,0,0.16,-0.16,-0.32
587,0.08,0.16,-0.08,-0.24
588,0,0.16,-0.16,-0.32
589,0.08,0.16,-0.08,-0.24
590,0,0.16,-0.16,-0.32
591,0.08,0.16,-0.08,-0.24
592,0,0.16,-0.16,-0.32
593,0.08,0.16,-0.08,-0.24
594,0,0.16,-0.16,-0.32
595,0.08,0.16,-0.08,-0.24
596,0,0.16,-0.16,-0.32
597,0.08,0.16,-0.08,-0.24
598,0,0.16,-0.16,-0.32
599,0.08,0.16,-0.08,-0.24
600,0,0.16,-0.16,-0.32
601,0.08,0.16,-0.08,-0.24
602,0,0.16,-0.16,-0.32
603,0.08,0.16,-0.08,-0.24
604,0,0.16,-0.16,-0.32
605,0.08,0.16,-0.08,-0.24
606,0,0.16,-0.16,-0.32
607,0.08,0.16,-0.08,-0.24
608,0,0.16,-0.16,-0.32
609,0.08,0.16,-0.08,-0.24
610,0,0.16,-0.16,-0.32
611,0.08,0.16,-0.08,-0.24
612,0,0.16,-0.16,-0.32
613,0.08,0.16,-0.08,-0.24
614,0,0.16,-0.16,-0.32
615,0.08,0.16,-0.08,-0.24
616,0,0.16,-0.16,-0.32
617,0.08,0.16,-0.08,-0.24
618,0,0.16,-0.16,-0.32
619,0.08,0.16,-0.08,-0.24
620,0,0.16,-0.16,-0.32
621,0.08,0.16,-0.08,-0.24
622,0,0.16,-0.16,-0.32
623,0.08,0.16,-0.08,-0.24
624,0,0.16,-0.16,-0.32
625,0.08,0.16,-0.08,-0.24
626,0,0.16,-0.16,-0.32
627,0.08,0.16,-0.08,-0.24
628,0,0.16,-0.16,-0.32
629,0.08,0.16,-0.08,-0.24
630,0,0.16,-0.16,-0.32
631,0.08,0.16,-0.08,-0.24
632,0,0.16,-0.16,-0.32
633,0.08,0.16,-0.08,-0.24
634,0,0.16,-0.16,-0.32
635,0.08,0.16,-0.08,-0.24
636,0,0.16,-0.16,-0.32
637,0.08,0.16,-0.08,-0.24
638,0,0.16,-0.16,-0.32
639,0.08,0.16,-0.08,-0.24
640,0,0.16,-0.16,-0.32
641,0.08,0.16,-0.08,-0.24
642,0,0.16,-0.16,-0.32
643,0.08,0.16,-0.08,-0.24
644,0,0.16,-0.16,-0.32
645,0.08,0.16,-0.08,-0.24
646,0,0.16,-0.16,-0.32
647,0.08,0.16,-0.08,-0.24
648,0,0.16,-0.16,-0.32
649,0.08,0.16,-0.08,-0.24
650,0,0.16,-0.16,-0.32
651,0.08,0.16,-0.08,-0.24
652,0,0.16,-0.16,-0.32
653,0.08,0.16,-0.08,-0.24
654,0,0.16,-0.16,-0.32
655,0.08,0.16,-0.08,-0.24
656,0,0.16,-0.16,-0.32
657,0.08,0.16,-0.08,-0.24
658,0,0.16,-0.16,-0.32
659,0.08,0.16,-0.08,-0.24
660,0,0.16,-0.16,-0.32
661,0.08,0.16,-0.08,-0.24
662,0,0.16,-0.16,-0.32
663,0.08,0.16,-0.08,-0.24
664,0,0.16,-0.16,-0.32
665,0.08,0.16,-0.08,-0.24
666,0,0.16,-0.16,-0.32
667,0.08,0.16,-0.08,-0.24
668,0,0.16,-0.16,-0.32
669,0.08,0.16,-0.08,-0.24
670,0,0.16,-0.16,-0.32
671,0.08,0.16,-0.08,-0.24
672,0,0.16,-0.16,-0.32
673,0.08,0.16,-0.08,-0.24
674,0,0.16,-0.16,-0.32
675,0.08,0.16,-0.08,-0.24
676,0,0.16,-0.16,-0.32
677,0.08,0.16,-0.08,-0.24
678,0,0.16,-0.16,-0.32
679,0.08,0.16,-0.08,-0.24
680,0,0.16,-0.16,-0.32
681,0.08,0.16,-0.08,-0.24
682,0,0.16,-0.16,-0.32
683,0.08,0.16,-0.08,-0.24
684,0,0.16,-0.16,-0.32
685,0.08,0.16,-0.08,-0.24
686,0,0.16,-0.16,-0.32
687,0.08,0.16,-0.08,-0.24
688,0,0.16,-0.16,-0.32
689,0.08,0.16,-0.08,-0.24
690,0,0.16,-0.16,-0.32
691,0.08,0.16,-0.08,-0.24
692,0,0.16,-0.16,-0.32
693,0.08,0.16,-0.08,-0.24
694,0,0.16,-0.16,-0.32
695,0.08,0.16,-0.08,-0.24
696,0,0.16,-0.16,-0.32
697,0.08,0.16,-0.08,-0.24
698,0,0.16,-0.16,-0.32
699,0.08,0.16,-0.08,-0.24
700,0,0.16,-0.16,-0.32
701,0.08,0.16,-0.08,-0.24
702,0,0.16,-0.16,-0.32
703,0.08,0.16,-0.08,-0.24
704,0,0.16,-0.16,-0.32
705,0.08,0.16,-0.08,-0.24
706,0,0.16,-0.16,-0.32
707,0.08,0.16,-0.08,-0.24
708,0,0.16,-0.16,-0.32
709,0.08,0.16,-0.08,-0.24
710,0,0.16,-0.16,-0.32
711,0.08,0.16,-0.08,-0.24
712,0,0.16,-0.16,-0.32
713,0.08,0.16,-0.08,-0.24
714,0,0.16,-0.16,-0.32
715,0.08,0.16,-0.08,-0.24
716,0,0.16,-0.16,-0.32
717,0.08,0.16,-0.08,-0.24
718,0,0.16,-0.16,-0.32
719,0.08,0.16,-0.08,-0.24
720,0,0.16,-0.16,-0.32
721,0.08,0.16,-0.08,-0.24
722,0,0.16,-0.16,-0.32
723,0.08,0.16,-0.08,-0.24
724,0,0.16,-0.16,-0.32
725,0.08,0.16,-0.08,-0.24
726,0,0.16,-0.16,-0.32
727,0.08,0.16,-0.08,-0.24
728,0,0.16,-0.16,-0.32
729,0.08,0.16,-0.08,-0.24
730,0,0.16,-0.16,-0.32
731,0.08,0.16,-0.08,-0.24
732,0,0.16,-0.16,-0.32
733,0.08,0.16,-0.08,-0.24
734,0,0.16,-0.16,-0.32
